WASH1	WASH7P	ENSG00000227232
CYB5R2	CYB5R2	ENSG00000166394
CYB5R2	CYB5R2	ENSG00000166394
OVCH2	OVCH2	ENSG00000183378
OVCH2	OVCH2	ENSG00000183378
OVCH2	OVCH2	ENSG00000183378
OVCH2	OVCH2	ENSG00000183378
OR5P2	OR5P2	ENSG00000183303
OR5P2		ENSG00000271758
OR5P2		ENSG00000254951
OR5P2	OR5P2	ENSG00000183303
OR5P2		ENSG00000271758
OR5P2		ENSG00000254951
OR5P2	OR5P2	ENSG00000183303
OR5P2		ENSG00000271758
OR5P2		ENSG00000254951
OR5P2	OR5P2	ENSG00000183303
OR5P2		ENSG00000271758
OR5P2		ENSG00000254951
OR5P3	OR5P3	ENSG00000182334
OR5P3		ENSG00000271758
OR5P3		ENSG00000254951
OR5P3	OR5P3	ENSG00000182334
OR5P3		ENSG00000271758
OR5P3		ENSG00000254951
OR5P3	OR5P3	ENSG00000182334
OR5P3		ENSG00000271758
OR5P3		ENSG00000254951
OR5P3	OR5P3	ENSG00000182334
OR5P3		ENSG00000271758
OR5P3		ENSG00000254951
OR10A6	OR10A6	ENSG00000279000
OR10A6	OR10A6	ENSG00000279000
OR10A6	OR10A6	ENSG00000279000
OR10A6	OR10A6	ENSG00000279000
OR10A3	OR10A3	ENSG00000170683
OR10A3	OR10A3	ENSG00000170683
OR10A3	OR10A3	ENSG00000170683
OR10A3	OR10A3	ENSG00000170683
NLRP10	NLRP10	ENSG00000182261
NLRP10	NLRP10	ENSG00000182261
NLRP10	NLRP10	ENSG00000182261
NLRP10	NLRP10	ENSG00000182261
EIF3F	EIF3F	ENSG00000175390
EIF3F	EIF3F	ENSG00000175390
EIF3F	EIF3F	ENSG00000175390
TUB		ENSG00000254921
TUB	TUB	ENSG00000166402
TUB	TUB	ENSG00000166402
TUB	TUB	ENSG00000166402
TUB	TUB	ENSG00000166402
RIC3	RIC3	ENSG00000166405
RIC3	RIC3	ENSG00000166405
RIC3	RIC3	ENSG00000166405
RIC3	RIC3	ENSG00000166405
LMO1	LMO1	ENSG00000166407
LMO1	LMO1	ENSG00000166407
LMO1	LMO1	ENSG00000166407
LMO1	LMO1	ENSG00000166407
STK33	STK33	ENSG00000130413
STK33	STK33	ENSG00000130413
STK33	STK33	ENSG00000130413
STK33	STK33	ENSG00000130413
TRIM66	TRIM66	ENSG00000166436
TRIM66	TRIM66	ENSG00000166436
TRIM66	TRIM66	ENSG00000166436
TRIM66	TRIM66	ENSG00000166436
RPL27A	RPL27A	ENSG00000166441
RPL27A	RPL27A	ENSG00000166441
ST5	RPL27A	ENSG00000166441
ST5	DENND2B	ENSG00000166444
ST5	DENND2B	ENSG00000166444
ST5	DENND2B	ENSG00000166444
ST5	DENND2B	ENSG00000166444
AKIP1	AKIP1	ENSG00000166452
AKIP1	AKIP1	ENSG00000166452
AKIP1	AKIP1	ENSG00000166452
C11orf16	C11orf16	ENSG00000176029
C11orf16	C11orf16	ENSG00000176029
C11orf16	C11orf16	ENSG00000176029
C11orf16	C11orf16	ENSG00000176029
ASCL3	ASCL3	ENSG00000176009
ASCL3	ASCL3	ENSG00000176009
ASCL3	ASCL3	ENSG00000176009
ASCL3	ASCL3	ENSG00000176009
TMEM9B	TMEM9B	ENSG00000175348
TMEM9B	TMEM9B	ENSG00000175348
TMEM9B	TMEM9B	ENSG00000175348
TMEM9B	TMEM9B	ENSG00000175348
NRIP3	NRIP3	ENSG00000175352
NRIP3	NRIP3	ENSG00000175352
NRIP3	NRIP3	ENSG00000175352
NRIP3	NRIP3	ENSG00000175352
SCUBE2	NRIP3-DT	ENSG00000253973
SCUBE2	SCUBE2	ENSG00000175356
SCUBE2	NRIP3-DT	ENSG00000253973
SCUBE2	SCUBE2	ENSG00000175356
SCUBE2	SCUBE2	ENSG00000175356
SCUBE2		ENSG00000286935
SCUBE2	SCUBE2	ENSG00000175356
DENND5A	DENND5A	ENSG00000184014
DENND5A	DENND5A	ENSG00000184014
DENND5A	DENND5A	ENSG00000184014
DENND5A	DENND5A	ENSG00000184014
TMEM41B	TMEM41B	ENSG00000166471
TMEM41B	TMEM41B	ENSG00000166471
TMEM41B	TMEM41B	ENSG00000166471
TMEM41B	TMEM41B	ENSG00000166471
IPO7	IPO7	ENSG00000205339
IPO7	IPO7	ENSG00000205339
IPO7	IPO7	ENSG00000205339
IPO7		ENSG00000254397
IPO7	IPO7	ENSG00000205339
ZNF143	ZNF143	ENSG00000166478
ZNF143	ZNF143	ENSG00000166478
ZNF143	ZNF143	ENSG00000166478
ZNF143	ZNF143	ENSG00000166478
WEE1	WEE1	ENSG00000166483
WEE1	WEE1	ENSG00000166483
WEE1	WEE1	ENSG00000166483
WEE1	WEE1	ENSG00000166483
SWAP70	SWAP70	ENSG00000133789
SWAP70	SWAP70	ENSG00000133789
SWAP70	SWAP70	ENSG00000133789
SWAP70	SWAP70	ENSG00000133789
SBF2	SBF2	ENSG00000133812
SBF2	SBF2	ENSG00000133812
SBF2		ENSG00000286561
SBF2	SBF2	ENSG00000133812
SBF2	SBF2	ENSG00000133812
GNG10		ENSG00000254719
GNG10	SBF2	ENSG00000133812
GNG10		ENSG00000254719
GNG10	SBF2	ENSG00000133812
ADM	ADM	ENSG00000148926
ADM	ADM	ENSG00000148926
ADM	ADM	ENSG00000148926
ADM	ADM	ENSG00000148926
AMPD3	AMPD3	ENSG00000133805
AMPD3	AMPD3	ENSG00000133805
AMPD3	AMPD3	ENSG00000133805
AMPD3	AMPD3	ENSG00000133805
RNF141	RNF141	ENSG00000110315
RNF141	RNF141	ENSG00000110315
RNF141	RNF141	ENSG00000110315
RNF141	RNF141	ENSG00000110315
LYVE1	IRAG1-AS1	ENSG00000177112
LYVE1	LYVE1	ENSG00000133800
LYVE1	IRAG1-AS1	ENSG00000177112
LYVE1	LYVE1	ENSG00000133800
LYVE1	IRAG1-AS1	ENSG00000177112
LYVE1	LYVE1	ENSG00000133800
LYVE1	IRAG1-AS1	ENSG00000177112
LYVE1	LYVE1	ENSG00000133800
MRVI1	LYVE1	ENSG00000133800
MRVI1	IRAG1	ENSG00000072952
MRVI1	IRAG1	ENSG00000072952
MRVI1	IRAG1	ENSG00000072952
MRVI1	IRAG1	ENSG00000072952
CTR9	CTR9	ENSG00000198730
CTR9	CTR9	ENSG00000198730
CTR9	CTR9	ENSG00000198730
CTR9	CTR9	ENSG00000198730
EIF4G2	CTR9	ENSG00000198730
EIF4G2	EIF4G2	ENSG00000110321
EIF4G2	EIF4G2	ENSG00000110321
EIF4G2	EIF4G2	ENSG00000110321
EIF4G2	EIF4G2	ENSG00000110321
ZBED5	ZBED5	ENSG00000236287
ZBED5	ZBED5	ENSG00000236287
ZBED5	ZBED5	ENSG00000236287
ZBED5	ZBED5	ENSG00000236287
ATF7IP2		ENSG00000254957
ATF7IP2	LINC02752	ENSG00000254401
CSNK2A3	CSNK2A3	ENSG00000254598
CSNK2A3	GALNT18	ENSG00000110328
CSNK2A3	CSNK2A3	ENSG00000254598
CSNK2A3		ENSG00000255351
CSNK2A3	GALNT18	ENSG00000110328
CSNK2A1	CSNK2A3	ENSG00000254598
CSNK2A1		ENSG00000255351
CSNK2A1	GALNT18	ENSG00000110328
CSNK2A3	CSNK2A3	ENSG00000254598
CSNK2A3		ENSG00000255351
CSNK2A3	GALNT18	ENSG00000110328
CSNK2A1	CSNK2A3	ENSG00000254598
CSNK2A1		ENSG00000255351
CSNK2A1	GALNT18	ENSG00000110328
GALNT18	GALNT18	ENSG00000110328
GALNT18	GALNT18	ENSG00000110328
GALNT18	GALNT18	ENSG00000110328
GALNT18	GALNT18	ENSG00000110328
USP47	USP47	ENSG00000170242
USP47	USP47	ENSG00000170242
USP47	USP47	ENSG00000170242
USP47	USP47	ENSG00000170242
DKK3	DKK3	ENSG00000050165
DKK3	DKK3	ENSG00000050165
DKK3	DKK3	ENSG00000050165
DKK3	DKK3	ENSG00000050165
MICAL2	MICAL2	ENSG00000133816
MICAL2	MICAL2	ENSG00000133816
MICAL2	MICAL2	ENSG00000133816
MICAL2	MICAL2	ENSG00000133816
MICALCL	MICAL2	ENSG00000133816
MICALCL	MICAL2	ENSG00000133816
MICALCL	MICAL2	ENSG00000133816
MICALCL	MICAL2	ENSG00000133816
PARVA	PARVA	ENSG00000197702
PARVA	PARVA	ENSG00000197702
PARVA	PARVA	ENSG00000197702
PARVA	PARVA	ENSG00000197702
TEAD1	TEAD1	ENSG00000187079
TEAD1	TEAD1	ENSG00000187079
TEAD1	TEAD1	ENSG00000187079
TEAD1	TEAD1	ENSG00000187079
RASSF10	RASSF10	ENSG00000189431
RASSF10	RASSF10	ENSG00000189431
RASSF10	RASSF10	ENSG00000189431
RASSF10	RASSF10	ENSG00000189431
ARNTL	BMAL1	ENSG00000133794
ARNTL	BMAL1	ENSG00000133794
ARNTL	BMAL1	ENSG00000133794
ARNTL	BMAL1	ENSG00000133794
BTBD10	BTBD10	ENSG00000148925
BTBD10	BTBD10	ENSG00000148925
BTBD10	BTBD10	ENSG00000148925
BTBD10	BTBD10	ENSG00000148925
PTH	PTH	ENSG00000152266
PTH	PTH	ENSG00000152266
PTH	PTH	ENSG00000152266
PTH	PTH	ENSG00000152266
FAR1	FAR1	ENSG00000197601
FAR1	FAR1	ENSG00000197601
FAR1	FAR1	ENSG00000197601
FAR1	FAR1	ENSG00000197601
SPON1	SPON1	ENSG00000262655
SPON1	SPON1	ENSG00000262655
SPON1	SPON1	ENSG00000262655
SPON1	SPON1	ENSG00000262655
RRAS2	RRAS2	ENSG00000133818
RRAS2	RRAS2	ENSG00000133818
RRAS2	RRAS2	ENSG00000133818
RRAS2	RRAS2	ENSG00000133818
COPB1	COPB1	ENSG00000129083
COPB1	COPB1	ENSG00000129083
COPB1	COPB1	ENSG00000129083
COPB1	COPB1	ENSG00000129083
PSMA1		ENSG00000256206
PSMA1	PSMA1	ENSG00000129084
PSMA1		ENSG00000256206
PSMA1	PSMA1	ENSG00000129084
PSMA1		ENSG00000256206
PSMA1	PSMA1	ENSG00000129084
PSMA1		ENSG00000256206
PSMA1	PSMA1	ENSG00000129084
PDE3B	PDE3B	ENSG00000152270
PDE3B	PDE3B	ENSG00000152270
PDE3B	PDE3B	ENSG00000152270
PDE3B	PDE3B	ENSG00000152270
CYP2R1	CYP2R1	ENSG00000186104
CYP2R1	CYP2R1	ENSG00000186104
CYP2R1	CYP2R1	ENSG00000186104
CYP2R1	CYP2R1	ENSG00000186104
CALCA	CALCA	ENSG00000110680
CALCA	CALCB	ENSG00000175868
CALCA	CALCA	ENSG00000110680
CALCA	CALCB	ENSG00000175868
CALCA	CALCA	ENSG00000110680
CALCA	CALCB	ENSG00000175868
CALCA	CALCA	ENSG00000110680
CALCA	CALCB	ENSG00000175868
CALCB	CALCB	ENSG00000175868
CALCB	CALCB	ENSG00000175868
CALCB	CALCB	ENSG00000175868
CALCB	CALCB	ENSG00000175868
INSC	INSC	ENSG00000188487
INSC	INSC	ENSG00000188487
INSC	INSC	ENSG00000188487
INSC	INSC	ENSG00000188487
LOC102724957		ENSG00000254695
LOC102724957		ENSG00000254695
LOC102724957		ENSG00000254695
LOC102724957		ENSG00000254645
LOC102724957		ENSG00000254695
LOC102724957		ENSG00000254645
SOX6	SOX6	ENSG00000110693
SOX6	SOX6	ENSG00000110693
SOX6	SOX6	ENSG00000110693
SOX6	SOX6	ENSG00000110693
C11orf58	SOX6	ENSG00000110693
C11orf58	C11orf58	ENSG00000110696
C11orf58	C11orf58	ENSG00000110696
C11orf58	C11orf58	ENSG00000110696
C11orf58	C11orf58	ENSG00000110696
PLEKHA7	PLEKHA7	ENSG00000166689
PLEKHA7	PLEKHA7	ENSG00000166689
PLEKHA7	PLEKHA7	ENSG00000166689
PLEKHA7	PLEKHA7	ENSG00000166689
RPL36A	PLEKHA7	ENSG00000166689
RPS13	RPS13	ENSG00000110700
RPS13	RPS13	ENSG00000110700
RPS13	RPS13	ENSG00000110700
PIK3C2A	PIK3C2A	ENSG00000011405
PIK3C2A	PIK3C2A	ENSG00000011405
PIK3C2A	PIK3C2A	ENSG00000011405
PIK3C2A	PIK3C2A	ENSG00000011405
NUCB2	NUCB2	ENSG00000070081
NUCB2	NUCB2	ENSG00000070081
NUCB2	NUCB2	ENSG00000070081
NUCB2	NUCB2	ENSG00000070081
NCR3LG1	NCR3LG1	ENSG00000188211
NCR3LG1	NCR3LG1	ENSG00000188211
NCR3LG1	NCR3LG1	ENSG00000188211
NCR3LG1	NCR3LG1	ENSG00000188211
KCNJ11	KCNJ11	ENSG00000187486
KCNJ11	KCNJ11	ENSG00000187486
KCNJ11	KCNJ11	ENSG00000187486
KCNJ11	KCNJ11	ENSG00000187486
ABCC8	ABCC8	ENSG00000006071
ABCC8	ABCC8	ENSG00000006071
SDHC	SDHCP4	ENSG00000255035
SDHC	ABCC8	ENSG00000006071
ABCC8	ABCC8	ENSG00000006071
ABCC8	ABCC8	ENSG00000006071
USH1C	USH1C	ENSG00000006611
USH1C	USH1C	ENSG00000006611
USH1C	USH1C	ENSG00000006611
USH1C	USH1C	ENSG00000006611
OTOG	OTOG	ENSG00000188162
OTOG	OTOG	ENSG00000188162
OTOG	OTOG	ENSG00000188162
OTOG	OTOG	ENSG00000188162
MYOD1	MYOD1	ENSG00000129152
MYOD1	MYOD1	ENSG00000129152
MYOD1	MYOD1	ENSG00000129152
MYOD1	MYOD1	ENSG00000129152
KCNC1	KCNC1	ENSG00000129159
KCNC1	KCNC1	ENSG00000129159
KCNC1	KCNC1	ENSG00000129159
KCNC1	KCNC1	ENSG00000129159
SERGEF	SERGEF	ENSG00000129158
SERGEF		ENSG00000255448
SERGEF	SERGEF	ENSG00000129158
SERGEF		ENSG00000255448
SERGEF	SERGEF	ENSG00000129158
SERGEF		ENSG00000255448
SERGEF	SERGEF	ENSG00000129158
TPH1	TPH1	ENSG00000129167
TPH1	TPH1	ENSG00000129167
TPH1	TPH1	ENSG00000129167
TPH1	TPH1	ENSG00000129167
SAAL1	SAAL1	ENSG00000166788
SAAL1	SAAL1	ENSG00000166788
SAAL1	SAAL1	ENSG00000166788
SLC15A2	SAAL1	ENSG00000166788
SAAL1	SAAL1	ENSG00000166788
MRGPRX3	MRGPRX3	ENSG00000179826
MRGPRX3	MRGPRX3	ENSG00000179826
MRGPRX3	MRGPRX3	ENSG00000179826
MRGPRX3	MRGPRX3	ENSG00000179826
MRGPRX4	MRGPRX3	ENSG00000179826
MRGPRX4	MRGPRX4	ENSG00000179817
MRGPRX4		ENSG00000255470
MRGPRX4	MRGPRX4	ENSG00000179817
MRGPRX4		ENSG00000255470
MRGPRX4	MRGPRX4	ENSG00000179817
MRGPRX4		ENSG00000255470
SLC25A51	SLC25A51P4	ENSG00000290742
SLC25A51	SLC25A51P4	ENSG00000189332
SLC25A51	SLC25A51P4	ENSG00000290742
SLC25A51	SLC25A51P4	ENSG00000189332
SAA4	SAA4	ENSG00000148965
SAA4	SAA2-SAA4	ENSG00000255071
SAA4	SAA4	ENSG00000148965
SAA4	SAA2-SAA4	ENSG00000255071
SAA4	SAA4	ENSG00000148965
SAA4	SAA2-SAA4	ENSG00000255071
SAA2-SAA4	SAA4	ENSG00000148965
SAA2-SAA4	SAA2-SAA4	ENSG00000255071
SAA2-SAA4	SAA4	ENSG00000148965
SAA2-SAA4	SAA2-SAA4	ENSG00000255071
SAA4	SAA4	ENSG00000148965
SAA4	SAA2-SAA4	ENSG00000255071
SAA2-SAA4	SAA4	ENSG00000148965
SAA2-SAA4	SAA2-SAA4	ENSG00000255071
SAA2-SAA4	SAA4	ENSG00000148965
SAA2-SAA4	SAA2-SAA4	ENSG00000255071
SAA1	SAA2	ENSG00000134339
SAA1	SAA2-SAA4	ENSG00000255071
SAA2	SAA2	ENSG00000134339
SAA2	SAA2-SAA4	ENSG00000255071
SAA1	SAA2	ENSG00000134339
SAA1	SAA2-SAA4	ENSG00000255071
SAA2	SAA2	ENSG00000134339
SAA2	SAA2-SAA4	ENSG00000255071
SAA2	SAA2	ENSG00000134339
SAA2	SAA2-SAA4	ENSG00000255071
SAA1	SAA1	ENSG00000173432
SAA2	SAA1	ENSG00000173432
SAA1	SAA1	ENSG00000173432
HPS5	HPS5	ENSG00000110756
HPS5	HPS5	ENSG00000110756
HPS5	HPS5	ENSG00000110756
HPS5	HPS5	ENSG00000110756
GTF2H1	GTF2H1	ENSG00000110768
GTF2H1	GTF2H1	ENSG00000110768
GTF2H1	GTF2H1	ENSG00000110768
LDHA	LDHA	ENSG00000134333
LDHA	LDHA	ENSG00000134333
LDHA	LDHA	ENSG00000134333
LDHC	LDHC	ENSG00000166796
LDHC	LDHC	ENSG00000166796
LDHC	LDHC	ENSG00000166796
LDHC	LDHC	ENSG00000166796
LDHAL6A	LDHAL6A	ENSG00000166800
LDHAL6A	LDHAL6A	ENSG00000166800
LDHAL6B	LDHAL6A	ENSG00000166800
LDHAL6A	LDHAL6A	ENSG00000166800
LDHAL6A	LDHAL6A	ENSG00000166800
LDHAL6A	TSG101	ENSG00000074319
TSG101	TSG101	ENSG00000074319
TSG101	TSG101	ENSG00000074319
TSG101	TSG101	ENSG00000074319
TSG101	TSG101	ENSG00000074319
UEVLD	UEVLD	ENSG00000151116
UEVLD	UEVLD	ENSG00000151116
UEVLD	UEVLD	ENSG00000151116
UEVLD	UEVLD	ENSG00000151116
SPTY2D1	SPTY2D1	ENSG00000179119
SPTY2D1	SPTY2D1	ENSG00000179119
SPTY2D1	SPTY2D1	ENSG00000179119
SPTY2D1	SPTY2D1	ENSG00000179119
TMEM86A	TMEM86A	ENSG00000151117
TMEM86A	TMEM86A	ENSG00000151117
TMEM86A	TMEM86A	ENSG00000151117
TMEM86A	TMEM86A	ENSG00000151117
IGSF22	IGSF22	ENSG00000179057
IGSF22	IGSF22-AS1	ENSG00000254966
IGSF22	IGSF22	ENSG00000179057
IGSF22	IGSF22-AS1	ENSG00000254966
IGSF22	IGSF22	ENSG00000179057
IGSF22	IGSF22-AS1	ENSG00000254966
IGSF22	IGSF22	ENSG00000179057
IGSF22	IGSF22-AS1	ENSG00000254966
PTPN5	IGSF22-AS1	ENSG00000254966
PTPN5	PTPN5	ENSG00000110786
PTPN5	IGSF22-AS1	ENSG00000254966
PTPN5	PTPN5	ENSG00000110786
PTPN5	PTPN5	ENSG00000110786
PTPN5	PTPN5	ENSG00000110786
MRGPRX1	MRGPRX1	ENSG00000170255
MRGPRX1	MRGPRX1	ENSG00000170255
MRGPRX1	MRGPRX1	ENSG00000170255
MRGPRX1	MRGPRX1	ENSG00000170255
MRGPRX2	MRGPRX2	ENSG00000183695
MRGPRX2	MRGPRX2	ENSG00000183695
MRGPRX2	MRGPRX2	ENSG00000183695
MRGPRX2	MRGPRX2	ENSG00000183695
ZDHHC13	ZDHHC13	ENSG00000177054
ZDHHC13	ZDHHC13	ENSG00000177054
ZDHHC13	ZDHHC13	ENSG00000177054
ZDHHC13	ZDHHC13	ENSG00000177054
CSRP3	CSRP3	ENSG00000129170
CSRP3	CSRP3	ENSG00000129170
CSRP3	CSRP3	ENSG00000129170
CSRP3	CSRP3	ENSG00000129170
E2F8	E2F8	ENSG00000129173
E2F8	CSRP3-AS1	ENSG00000255308
E2F8	E2F8	ENSG00000129173
E2F8	CSRP3-AS1	ENSG00000255308
E2F8	E2F8	ENSG00000129173
E2F8	CSRP3-AS1	ENSG00000255308
E2F8	E2F8	ENSG00000129173
E2F8	CSRP3-AS1	ENSG00000255308
NAV2	NAV2	ENSG00000166833
NAV2	NAV2	ENSG00000166833
NAV2	NAV2	ENSG00000166833
NAV2	NAV2	ENSG00000166833
DBX1	DBX1	ENSG00000109851
DBX1	DBX1	ENSG00000109851
DBX1	DBX1	ENSG00000109851
DBX1	DBX1	ENSG00000109851
HTATIP2	HTATIP2	ENSG00000109854
HTATIP2	HTATIP2	ENSG00000109854
HTATIP2	HTATIP2	ENSG00000109854
HTATIP2	HTATIP2	ENSG00000109854
PRMT3	PRMT3	ENSG00000185238
PRMT3	PRMT3	ENSG00000185238
PRMT3	PRMT3	ENSG00000185238
PRMT3	PRMT3	ENSG00000185238
SLC6A5	SLC6A5	ENSG00000165970
SLC6A5	SLC6A5	ENSG00000165970
SLC6A5	SLC6A5	ENSG00000165970
SLC6A5	SLC6A5	ENSG00000165970
NELL1	NELL1	ENSG00000165973
NELL1	NELL1	ENSG00000165973
NELL1	NELL1	ENSG00000165973
CMTR1	NELL1	ENSG00000165973
NELL1	NELL1	ENSG00000165973
ANO5	ANO5	ENSG00000171714
ANO5	ANO5	ENSG00000171714
ANO5	ANO5	ENSG00000171714
ANO5	ANO5	ENSG00000171714
SLC17A6	SLC17A6	ENSG00000091664
SLC17A6	SLC17A6	ENSG00000091664
SLC17A6	SLC17A6	ENSG00000091664
FANCF	FANCF	ENSG00000183161
FANCF	FANCF	ENSG00000183161
FANCF	FANCF	ENSG00000183161
FANCF	GAS2	ENSG00000148935
FANCF	FANCF	ENSG00000183161
FANCF	GAS2	ENSG00000148935
GAS2	GAS2	ENSG00000148935
GAS2	GAS2	ENSG00000148935
GAS2	GAS2	ENSG00000148935
GAS2	GAS2	ENSG00000148935
SVIP	SVIP	ENSG00000198168
SVIP	SVIP	ENSG00000198168
SVIP	SVIP	ENSG00000198168
SVIP		ENSG00000246225
SVIP	SVIP	ENSG00000198168
SVIP		ENSG00000246225
CCDC179	CCDC179	ENSG00000255359
CCDC179		ENSG00000246225
CCDC179	CCDC179	ENSG00000255359
CCDC179		ENSG00000246225
CCDC179	CCDC179	ENSG00000255359
CCDC179		ENSG00000246225
CCDC179	CCDC179	ENSG00000255359
CCDC179		ENSG00000246225
LUZP2	LUZP2	ENSG00000187398
LUZP2	LUZP2	ENSG00000187398
LUZP2	LUZP2	ENSG00000187398
LUZP2	LUZP2	ENSG00000187398
ANO3	ANO3	ENSG00000134343
ANO3	ANO3	ENSG00000134343
MUC15	MUC15	ENSG00000169550
MUC15	ANO3	ENSG00000134343
MUC15	MUC15	ENSG00000169550
MUC15	ANO3	ENSG00000134343
MUC15	MUC15	ENSG00000169550
MUC15	ANO3	ENSG00000134343
MUC15	MUC15	ENSG00000169550
MUC15	ANO3	ENSG00000134343
ANO3	ANO3	ENSG00000134343
ANO3	ANO3	ENSG00000134343
SLC5A12	SLC5A12	ENSG00000148942
SLC5A12	SLC5A12	ENSG00000148942
SLC5A12	SLC5A12	ENSG00000148942
SLC5A12	SLC5A12	ENSG00000148942
FIBIN	FIBIN	ENSG00000176971
FIBIN	FIBIN	ENSG00000176971
FIBIN	FIBIN	ENSG00000176971
FIBIN	FIBIN	ENSG00000176971
BBOX1	BBOX1	ENSG00000129151
BBOX1	BBOX1-AS1	ENSG00000254560
BBOX1	BBOX1	ENSG00000129151
BBOX1	BBOX1-AS1	ENSG00000254560
BBOX1	BBOX1	ENSG00000129151
BBOX1	BBOX1-AS1	ENSG00000254560
BBOX1	BBOX1	ENSG00000129151
BBOX1	BBOX1-AS1	ENSG00000254560
CCDC34	CCDC34	ENSG00000109881
CCDC34	CCDC34	ENSG00000109881
CCDC34	CCDC34	ENSG00000109881
CCDC34	CCDC34	ENSG00000109881
LGR4	LGR4	ENSG00000205213
LGR4	LGR4	ENSG00000205213
LGR4	LGR4	ENSG00000205213
LGR4	LGR4	ENSG00000205213
RPL37A		ENSG00000242527
LIN7C	LIN7C	ENSG00000148943
LIN7C	LIN7C	ENSG00000148943
LIN7C	LIN7C	ENSG00000148943
LIN7C	LIN7C	ENSG00000148943
BDNF	BDNF-AS	ENSG00000245573
BDNF	BDNF	ENSG00000176697
BDNF	BDNF-AS	ENSG00000245573
BDNF	BDNF	ENSG00000176697
BDNF	BDNF-AS	ENSG00000245573
BDNF	BDNF	ENSG00000176697
BDNF	BDNF-AS	ENSG00000245573
BDNF	BDNF	ENSG00000176697
KIF18A	KIF18A	ENSG00000121621
KIF18A	KIF18A	ENSG00000121621
KIF18A	KIF18A	ENSG00000121621
KIF18A	KIF18A	ENSG00000121621
METTL15	METTL15	ENSG00000169519
METTL15	METTL15	ENSG00000169519
METTL15	METTL15	ENSG00000169519
METTL15	METTL15	ENSG00000169519
KCNA4	KCNA4	ENSG00000182255
KCNA4	KCNA4	ENSG00000182255
KCNA4	KCNA4	ENSG00000182255
KCNA4	KCNA4	ENSG00000182255
FSHB	FSHB	ENSG00000131808
FSHB	ARL14EP-DT	ENSG00000254532
FSHB	FSHB	ENSG00000131808
FSHB	ARL14EP-DT	ENSG00000254532
FSHB	FSHB	ENSG00000131808
FSHB	ARL14EP-DT	ENSG00000254532
FSHB	FSHB	ENSG00000131808
FSHB	ARL14EP-DT	ENSG00000254532
ARL14EP	ARL14EP	ENSG00000152219
ARL14EP	ARL14EP	ENSG00000152219
ARL14EP	ARL14EP	ENSG00000152219
ARL14EP	ARL14EP	ENSG00000152219
MPPED2	MPPED2	ENSG00000066382
MPPED2	MPPED2	ENSG00000066382
MPPED2	MPPED2	ENSG00000066382
MPPED2	MPPED2	ENSG00000066382
DCDC5	DCDC1	ENSG00000170959
DCDC5	DCDC1	ENSG00000170959
DCDC5	DCDC1	ENSG00000170959
DCDC5	DCDC1	ENSG00000170959
DCDC1		ENSG00000255525
DCDC1	DCDC1	ENSG00000170959
DCDC1		ENSG00000255525
DCDC1	DCDC1	ENSG00000170959
DCDC1		ENSG00000255525
DCDC1	DCDC1	ENSG00000170959
DCDC1	DCDC1	ENSG00000170959
DNAJC24	DNAJC24	ENSG00000170946
DNAJC24	DNAJC24	ENSG00000170946
DNAJC24	DNAJC24	ENSG00000170946
DNAJC24	DNAJC24	ENSG00000170946
IMMP1L	IMMP1L	ENSG00000148950
IMMP1L	IMMP1L	ENSG00000148950
IMMP1L	IMMP1L	ENSG00000148950
ELP4	ELP4	ENSG00000109911
ELP4	ELP4	ENSG00000109911
ELP4	ELP4	ENSG00000109911
ELP4	ELP4	ENSG00000109911
PAX6	PAX6	ENSG00000007372
PAX6	PAX6	ENSG00000007372
PAX6	PAX6	ENSG00000007372
PAX6	PAX6	ENSG00000007372
RCN1	RCN1	ENSG00000049449
RCN1		ENSG00000285283
RCN1		ENSG00000255252
RCN1	RCN1	ENSG00000049449
RCN1		ENSG00000285283
RCN1		ENSG00000255252
RCN1	RCN1	ENSG00000049449
RCN1		ENSG00000285283
WT1	WT1	ENSG00000184937
WT1	WT1	ENSG00000184937
WT1	WT1	ENSG00000184937
WT1	WT1	ENSG00000184937
EIF3M	EIF3M	ENSG00000149100
EIF3M	EIF3M	ENSG00000149100
EIF3M	EIF3M	ENSG00000149100
EIF3M	EIF3M	ENSG00000149100
CCDC73	CCDC73	ENSG00000186714
CCDC73	CCDC73	ENSG00000186714
CCDC73	CCDC73	ENSG00000186714
CCDC73	CCDC73	ENSG00000186714
RPL34		ENSG00000244535
RPL34	CCDC73	ENSG00000186714
PRRG4	PRRG4	ENSG00000135378
PRRG4	PRRG4	ENSG00000135378
PRRG4	PRRG4	ENSG00000135378
PRRG4	PRRG4	ENSG00000135378
QSER1	QSER1	ENSG00000060749
QSER1	QSER1	ENSG00000060749
QSER1	QSER1	ENSG00000060749
QSER1	QSER1	ENSG00000060749
DEPDC7	DEPDC7	ENSG00000121690
DEPDC7	DEPDC7	ENSG00000121690
DEPDC7	DEPDC7	ENSG00000121690
DEPDC7	DEPDC7	ENSG00000121690
TCP11L1	TCP11L1	ENSG00000176148
TCP11L1	TCP11L1	ENSG00000176148
TCP11L1	TCP11L1	ENSG00000176148
TCP11L1	TCP11L1	ENSG00000176148
CSTF3	TCP11L1	ENSG00000176148
CSTF3	CSTF3	ENSG00000176102
CSTF3	TCP11L1	ENSG00000176148
CSTF3	CSTF3	ENSG00000176102
CSTF3	CSTF3	ENSG00000176102
CSTF3	CSTF3	ENSG00000176102
